unique_id,ds,y
andhra pradesh,2024-07-01,122402.81
andhra pradesh,2024-08-01,124822.95
andhra pradesh,2024-09-01,124912.75
andhra pradesh,2024-10-01,126225.54
andhra pradesh,2024-11-01,122586.75
andhra pradesh,2024-12-01,129120.14
andhra pradesh,2025-01-01,133288.61
andhra pradesh,2025-02-01,124549.67
andhra pradesh,2025-03-01,142705.81
andhra pradesh,2025-04-01,127316.97
andhra pradesh,2025-05-01,130278.5
andhra pradesh,2025-06-01,127214.17
andhra pradesh,2025-07-01,138349.91
andhra pradesh,2025-08-01,134126.14
andhra pradesh,2025-09-01,141346.78
andhra pradesh,2025-10-01,133817.29
andhra pradesh,2025-11-01,138032.51
andhra pradesh,2025-12-01,153530.46
andhra pradesh,2026-01-01,148543.63
andhra pradesh,2026-02-01,146394.98
andhra pradesh,2026-03-01,167827.35
andhra pradesh,2026-04-01,153743.27
andhra pradesh,2026-05-01,157519.48
andhra pradesh,2026-06-01,162538.58
andhra pradesh,2026-07-01,173417.17
arunachal pradesh,2018-07-01,394.15
arunachal pradesh,2018-08-01,457.22
arunachal pradesh,2018-09-01,495.06
arunachal pradesh,2018-10-01,492.75
arunachal pradesh,2018-11-01,573.99
arunachal pradesh,2018-12-01,521.68
arunachal pradesh,2019-01-01,557.78
arunachal pradesh,2019-02-01,506.1
arunachal pradesh,2019-03-01,677.56
arunachal pradesh,2019-04-01,471.44
arunachal pradesh,2019-05-01,484.71
arunachal pradesh,2019-06-01,465.48
arunachal pradesh,2019-07-01,487.19
arunachal pradesh,2019-08-01,524.01
arunachal pradesh,2019-09-01,526.93
arunachal pradesh,2019-10-01,512.77
arunachal pradesh,2019-11-01,604.14
arunachal pradesh,2019-12-01,506.31
arunachal pradesh,2020-01-01,631.59
arunachal pradesh,2020-02-01,638.15
arunachal pradesh,2020-03-01,580.294
arunachal pradesh,2020-04-01,522.438
arunachal pradesh,2020-05-01,464.582
arunachal pradesh,2020-06-01,406.726
arunachal pradesh,2020-07-01,348.87
arunachal pradesh,2020-08-01,567.57
arunachal pradesh,2020-09-01,647.84
arunachal pradesh,2020-10-01,653.6
arunachal pradesh,2020-11-01,652.7
arunachal pradesh,2020-12-01,816.89
arunachal pradesh,2021-01-01,792.29
arunachal pradesh,2021-02-01,751.83
arunachal pradesh,2021-03-01,956.54
arunachal pradesh,2021-04-01,784.87
arunachal pradesh,2021-05-01,536.8
arunachal pradesh,2021-06-01,613.53
arunachal pradesh,2021-07-01,735.18
arunachal pradesh,2021-08-01,705.66
arunachal pradesh,2021-09-01,780.2
arunachal pradesh,2021-10-01,817.07
arunachal pradesh,2021-11-01,864.91
arunachal pradesh,2021-12-01,955.96
arunachal pradesh,2022-01-01,935.23
arunachal pradesh,2022-02-01,942.08
arunachal pradesh,2022-03-01,1296.73
arunachal pradesh,2022-04-01,967.28
arunachal pradesh,2022-05-01,930.07
arunachal pradesh,2022-06-01,903.25
arunachal pradesh,2022-07-01,937.76
arunachal pradesh,2022-08-01,977.93
arunachal pradesh,2022-09-01,1024.29
arunachal pradesh,2022-10-01,900.43
arunachal pradesh,2022-11-01,1015.54
arunachal pradesh,2022-12-01,1115.82
arunachal pradesh,2023-01-01,1100.35
arunachal pradesh,2023-02-01,1114.27
arunachal pradesh,2023-03-01,1675.22
arunachal pradesh,2023-04-01,1242.88
arunachal pradesh,2023-05-01,1209.1
arunachal pradesh,2023-06-01,1106.91
arunachal pradesh,2023-07-01,1042.9
arunachal pradesh,2023-08-01,1105.39
arunachal pradesh,2023-09-01,1153.27
arunachal pradesh,2023-10-01,1170.91
arunachal pradesh,2023-11-01,1168.06
arunachal pradesh,2023-12-01,1301.62
arunachal pradesh,2024-01-01,1170.02
arunachal pradesh,2024-02-01,1260.34
arunachal pradesh,2024-03-01,1546.11
arunachal pradesh,2024-04-01,1118.88
arunachal pradesh,2024-05-01,1286.32
arunachal pradesh,2024-06-01,1103.92
arunachal pradesh,2024-07-01,1084.11
arunachal pradesh,2024-08-01,1214.18
arunachal pradesh,2024-09-01,1272.71
arunachal pradesh,2024-10-01,1190.08
arunachal pradesh,2024-11-01,1263.13
arunachal pradesh,2024-12-01,1430.71
arunachal pradesh,2025-01-01,1417.95
arunachal pradesh,2025-02-01,1341.81
arunachal pradesh,2025-03-01,2023.93
arunachal pradesh,2025-04-01,1765.94
arunachal pradesh,2025-05-01,1757.49
arunachal pradesh,2025-06-01,1566.63
arunachal pradesh,2025-07-01,1638.11
arunachal pradesh,2025-08-01,1779.67
arunachal pradesh,2025-09-01,1744.18
arunachal pradesh,2025-10-01,1701.16
arunachal pradesh,2025-11-01,1985.85
arunachal pradesh,2025-12-01,2125.41
arunachal pradesh,2026-01-01,1892.24
arunachal pradesh,2026-02-01,2164.55
arunachal pradesh,2026-03-01,2783.65
arunachal pradesh,2026-04-01,1823.96
arunachal pradesh,2026-05-01,1933.09
arunachal pradesh,2026-06-01,1767.24
arunachal pradesh,2026-07-01,1743.11
assam,2018-07-01,17874.21
assam,2018-08-01,19486.03
assam,2018-09-01,20663.8
assam,2018-10-01,20210.24
assam,2018-11-01,19597.6
assam,2018-12-01,19777.44
assam,2019-01-01,19280.13
assam,2019-02-01,19770.31
assam,2019-03-01,22471.04
assam,2019-04-01,20142.58
assam,2019-05-01,21380.43
assam,2019-06-01,19409.23
assam,2019-07-01,18960.65
assam,2019-08-01,20652.65
assam,2019-09-01,20651.93
assam,2019-10-01,19327.43
assam,2019-11-01,21018.32
assam,2019-12-01,18264.21
assam,2020-01-01,19879.57
assam,2020-02-01,21348.59
assam,2020-03-01,20530.848
assam,2020-04-01,19713.106
assam,2020-05-01,18895.364
assam,2020-06-01,18077.622
assam,2020-07-01,17259.88
assam,2020-08-01,20348.12
assam,2020-09-01,23182.58
assam,2020-10-01,23171.35
assam,2020-11-01,22483.71
assam,2020-12-01,24984.83
assam,2021-01-01,23330.15
assam,2021-02-01,24238.25
assam,2021-03-01,27882.83
assam,2021-04-01,25156.41
assam,2021-05-01,18788.55
assam,2021-06-01,19996.69
assam,2021-07-01,22701.41
assam,2021-08-01,25061.78
assam,2021-09-01,27107.05
assam,2021-10-01,23620.79
assam,2021-11-01,26479.14
assam,2021-12-01,29376.74
assam,2022-01-01,27240.16
assam,2022-02-01,27514.73
assam,2022-03-01,32458.44
assam,2022-04-01,29033.92
assam,2022-05-01,27418.41
assam,2022-06-01,26852.12
assam,2022-07-01,28555.77
assam,2022-08-01,31844.54
assam,2022-09-01,32487.46
assam,2022-10-01,28289.77
assam,2022-11-01,31695.03
assam,2022-12-01,32959.9
assam,2023-01-01,30836.99
assam,2023-02-01,31416.34
assam,2023-03-01,37289.56
assam,2023-04-01,31808.31
assam,2023-05-01,32743.78
assam,2023-06-01,30165.43
assam,2023-07-01,31047.39
assam,2023-08-01,32314.06
assam,2023-09-01,33924.4
assam,2023-10-01,33382.0
assam,2023-11-01,32434.28
assam,2023-12-01,34311.6
assam,2024-01-01,32453.35
assam,2024-02-01,34991.5
assam,2024-03-01,40299.85
assam,2024-04-01,33663.49
assam,2024-05-01,35820.9
assam,2024-06-01,32986.52
assam,2024-07-01,33109.87
assam,2024-08-01,34440.74
assam,2024-09-01,36060.1
assam,2024-10-01,34237.33
assam,2024-11-01,34184.68
assam,2024-12-01,35875.74
assam,2025-01-01,35776.93
assam,2025-02-01,35106.6
assam,2025-03-01,41670.67
assam,2025-04-01,35871.44
assam,2025-05-01,36892.54
assam,2025-06-01,34830.49
assam,2025-07-01,38374.98
assam,2025-08-01,37910.0
assam,2025-09-01,36283.56
assam,2025-10-01,36357.69
assam,2025-11-01,38490.79
assam,2025-12-01,41607.41
assam,2026-01-01,38753.88
assam,2026-02-01,40407.23
assam,2026-03-01,45018.77
assam,2026-04-01,37700.67
assam,2026-05-01,40353.99
assam,2026-06-01,41003.54
assam,2026-07-01,41573.94
bihar,2018-07-01,18787.14
bihar,2018-08-01,19170.09
bihar,2018-09-01,20041.73
bihar,2018-10-01,21869.72
bihar,2018-11-01,19715.32
bihar,2018-12-01,20905.25
bihar,2019-01-01,21596.89
bihar,2019-02-01,21944.25
bihar,2019-03-01,25746.2
bihar,2019-04-01,23807.46
bihar,2019-05-01,24352.65
bihar,2019-06-01,22690.89
bihar,2019-07-01,20382.97
bihar,2019-08-01,21304.18
bihar,2019-09-01,21912.79
bihar,2019-10-01,22391.97
bihar,2019-11-01,22572.71
bihar,2019-12-01,22641.03
bihar,2020-01-01,23320.93
bihar,2020-02-01,24347.49
bihar,2020-03-01,23616.086000000003
bihar,2020-04-01,22884.682
bihar,2020-05-01,22153.278000000002
bihar,2020-06-01,21421.874
bihar,2020-07-01,20690.47
bihar,2020-08-01,23299.44
bihar,2020-09-01,25649.25
bihar,2020-10-01,26156.35
bihar,2020-11-01,24688.29
bihar,2020-12-01,27129.27
bihar,2021-01-01,25991.36
bihar,2021-02-01,27326.96
bihar,2021-03-01,33564.22
bihar,2021-04-01,29722.28
bihar,2021-05-01,21909.68
bihar,2021-06-01,26575.37
bihar,2021-07-01,27252.03
bihar,2021-08-01,26998.04
bihar,2021-09-01,29422.96
bihar,2021-10-01,25791.07
bihar,2021-11-01,26628.1
bihar,2021-12-01,31522.3
bihar,2022-01-01,31334.01
bihar,2022-02-01,31852.71
bihar,2022-03-01,38310.75
bihar,2022-04-01,35709.1
bihar,2022-05-01,35113.9
bihar,2022-06-01,33947.12
bihar,2022-07-01,33687.54
bihar,2022-08-01,34356.1
bihar,2022-09-01,35874.56
bihar,2022-10-01,33230.09
bihar,2022-11-01,35022.38
bihar,2022-12-01,36459.93
bihar,2023-01-01,36332.35
bihar,2023-02-01,37153.51
bihar,2023-03-01,42265.32
bihar,2023-04-01,38880.71
bihar,2023-05-01,39215.23
bihar,2023-06-01,37020.63
bihar,2023-07-01,35721.63
bihar,2023-08-01,35857.72
bihar,2023-09-01,37499.52
bihar,2023-10-01,38678.56
bihar,2023-11-01,36842.0
bihar,2023-12-01,40810.95
bihar,2024-01-01,39683.26
bihar,2024-02-01,40676.05
bihar,2024-03-01,46123.34
bihar,2024-04-01,40617.19
bihar,2024-05-01,42597.77
bihar,2024-06-01,40662.62
bihar,2024-07-01,38499.07
bihar,2024-08-01,39216.18
bihar,2024-09-01,42992.95
bihar,2024-10-01,44344.59
bihar,2024-11-01,39229.89
bihar,2024-12-01,43391.1
bihar,2025-01-01,46861.41
bihar,2025-02-01,44340.65
bihar,2025-03-01,52934.06
bihar,2025-04-01,46753.92
bihar,2025-05-01,48852.19
bihar,2025-06-01,45716.83
bihar,2025-07-01,46050.18
bihar,2025-08-01,45287.0
bihar,2025-09-01,49343.31
bihar,2025-10-01,46979.54
bihar,2025-11-01,50209.4
bihar,2025-12-01,52605.47
bihar,2026-01-01,54438.23
bihar,2026-02-01,54133.6
bihar,2026-03-01,58584.47
bihar,2026-04-01,53725.4
bihar,2026-05-01,55980.37
bihar,2026-06-01,55158.17
bihar,2026-07-01,55465.63
chandigarh,2018-07-01,3547.28
chandigarh,2018-08-01,4245.47
chandigarh,2018-09-01,4085.07
chandigarh,2018-10-01,4538.34
chandigarh,2018-11-01,3783.57
chandigarh,2018-12-01,3981.93
chandigarh,2019-01-01,3876.36
chandigarh,2019-02-01,3917.17
chandigarh,2019-03-01,4589.74
chandigarh,2019-04-01,3906.07
chandigarh,2019-05-01,3900.4
chandigarh,2019-06-01,3692.85
chandigarh,2019-07-01,3751.71
chandigarh,2019-08-01,3731.61
chandigarh,2019-09-01,3878.12
chandigarh,2019-10-01,4033.76
chandigarh,2019-11-01,3688.92
chandigarh,2019-12-01,3934.33
chandigarh,2020-01-01,3775.14
chandigarh,2020-02-01,3922.01
chandigarh,2020-03-01,3847.248
chandigarh,2020-04-01,3772.486
chandigarh,2020-05-01,3697.724
chandigarh,2020-06-01,3622.962
chandigarh,2020-07-01,3548.2
chandigarh,2020-08-01,3395.38
chandigarh,2020-09-01,3910.0
chandigarh,2020-10-01,4311.08
chandigarh,2020-11-01,3715.7
chandigarh,2020-12-01,4223.99
chandigarh,2021-01-01,4173.12
chandigarh,2021-02-01,4249.68
chandigarh,2021-03-01,5119.37
chandigarh,2021-04-01,4254.26
chandigarh,2021-05-01,3435.31
chandigarh,2021-06-01,4206.81
chandigarh,2021-07-01,4670.06
chandigarh,2021-08-01,4635.89
chandigarh,2021-09-01,4950.75
chandigarh,2021-10-01,4802.06
chandigarh,2021-11-01,4427.98
chandigarh,2021-12-01,5002.24
chandigarh,2022-01-01,4792.55
chandigarh,2022-02-01,4873.0
chandigarh,2022-03-01,6142.81
chandigarh,2022-04-01,5265.57
chandigarh,2022-05-01,4973.67
chandigarh,2022-06-01,5047.84
chandigarh,2022-07-01,5121.57
chandigarh,2022-08-01,5314.33
chandigarh,2022-09-01,5665.75
chandigarh,2022-10-01,5403.9
chandigarh,2022-11-01,5215.43
chandigarh,2022-12-01,5480.88
chandigarh,2023-01-01,5316.56
chandigarh,2023-02-01,5327.9
chandigarh,2023-03-01,6494.09
chandigarh,2023-04-01,5393.95
chandigarh,2023-05-01,5347.43
chandigarh,2023-06-01,5344.09
chandigarh,2023-07-01,5139.21
chandigarh,2023-08-01,5569.58
chandigarh,2023-09-01,6149.65
chandigarh,2023-10-01,6269.15
chandigarh,2023-11-01,5454.33
chandigarh,2023-12-01,5846.06
chandigarh,2024-01-01,5893.69
chandigarh,2024-02-01,5950.14
chandigarh,2024-03-01,6955.46
chandigarh,2024-04-01,5825.29
chandigarh,2024-05-01,6083.99
chandigarh,2024-06-01,6072.39
chandigarh,2024-07-01,6039.92
chandigarh,2024-08-01,6001.06
chandigarh,2024-09-01,6240.65
chandigarh,2024-10-01,6880.0
chandigarh,2024-11-01,5827.37
chandigarh,2024-12-01,6378.72
chandigarh,2025-01-01,6602.0
chandigarh,2025-02-01,6505.16
chandigarh,2025-03-01,7950.02
chandigarh,2025-04-01,6520.26
chandigarh,2025-05-01,6548.57
chandigarh,2025-06-01,6325.22
chandigarh,2025-07-01,7061.24
chandigarh,2025-08-01,6540.44
chandigarh,2025-09-01,7328.93
chandigarh,2025-10-01,7071.22
chandigarh,2025-11-01,6839.41
chandigarh,2025-12-01,7505.07
chandigarh,2026-01-01,7375.09
chandigarh,2026-02-01,7166.06
chandigarh,2026-03-01,8696.33
chandigarh,2026-04-01,7512.72
chandigarh,2026-05-01,7545.33
chandigarh,2026-06-01,7537.75
chandigarh,2026-07-01,7991.19
chhattisgarh,2018-07-01,25003.5
chhattisgarh,2018-08-01,27486.82
chhattisgarh,2018-09-01,28501.71
chhattisgarh,2018-10-01,29926.95
chhattisgarh,2018-11-01,24451.1
chhattisgarh,2018-12-01,26922.27
chhattisgarh,2019-01-01,28264.89
chhattisgarh,2019-02-01,26753.92
chhattisgarh,2019-03-01,29807.01
chhattisgarh,2019-04-01,26290.49
chhattisgarh,2019-05-01,26786.76
chhattisgarh,2019-06-01,25589.62
chhattisgarh,2019-07-01,24762.33
chhattisgarh,2019-08-01,23099.77
chhattisgarh,2019-09-01,22656.0
chhattisgarh,2019-10-01,22961.69
chhattisgarh,2019-11-01,24103.95
chhattisgarh,2019-12-01,25860.04
chhattisgarh,2020-01-01,29874.54
chhattisgarh,2020-02-01,27428.9
chhattisgarh,2020-03-01,26805.706000000002
chhattisgarh,2020-04-01,26182.512000000002
chhattisgarh,2020-05-01,25559.318
chhattisgarh,2020-06-01,24936.124
chhattisgarh,2020-07-01,24312.93
chhattisgarh,2020-08-01,26415.05
chhattisgarh,2020-09-01,25323.87
chhattisgarh,2020-10-01,30052.89
chhattisgarh,2020-11-01,28155.71
chhattisgarh,2020-12-01,34457.69
chhattisgarh,2021-01-01,34064.6
chhattisgarh,2021-02-01,34668.14
chhattisgarh,2021-03-01,39768.3
chhattisgarh,2021-04-01,31140.64
chhattisgarh,2021-05-01,31515.46
chhattisgarh,2021-06-01,37182.45
chhattisgarh,2021-07-01,36740.47
chhattisgarh,2021-08-01,36321.05
chhattisgarh,2021-09-01,35951.1
chhattisgarh,2021-10-01,34899.68
chhattisgarh,2021-11-01,37059.33
chhattisgarh,2021-12-01,42485.64
chhattisgarh,2022-01-01,42778.03
chhattisgarh,2022-02-01,42647.78
chhattisgarh,2022-03-01,51719.23
chhattisgarh,2022-04-01,47650.36
chhattisgarh,2022-05-01,47015.42
chhattisgarh,2022-06-01,43592.36
chhattisgarh,2022-07-01,42624.75
chhattisgarh,2022-08-01,42055.32
chhattisgarh,2022-09-01,44655.91
chhattisgarh,2022-10-01,41726.31
chhattisgarh,2022-11-01,46262.9
chhattisgarh,2022-12-01,49923.3
chhattisgarh,2023-01-01,51418.02
chhattisgarh,2023-02-01,50581.55
chhattisgarh,2023-03-01,55636.05
chhattisgarh,2023-04-01,51448.95
chhattisgarh,2023-05-01,54251.47
chhattisgarh,2023-06-01,49789.76
chhattisgarh,2023-07-01,48413.85
chhattisgarh,2023-08-01,50001.58
chhattisgarh,2023-09-01,48879.83
chhattisgarh,2023-10-01,51606.9
chhattisgarh,2023-11-01,46862.74
chhattisgarh,2023-12-01,51865.65
chhattisgarh,2024-01-01,52251.64
chhattisgarh,2024-02-01,54273.61
chhattisgarh,2024-03-01,59789.57
chhattisgarh,2024-04-01,54842.77
chhattisgarh,2024-05-01,60085.01
chhattisgarh,2024-06-01,64500.12
chhattisgarh,2024-07-01,62388.35
chhattisgarh,2024-08-01,58704.52
chhattisgarh,2024-09-01,61138.12
chhattisgarh,2024-10-01,67970.76
chhattisgarh,2024-11-01,61518.4
chhattisgarh,2024-12-01,68084.66
chhattisgarh,2025-01-01,75045.36
chhattisgarh,2025-02-01,68997.32
chhattisgarh,2025-03-01,80842.1
chhattisgarh,2025-04-01,72354.07
chhattisgarh,2025-05-01,74932.9
chhattisgarh,2025-06-01,71422.59
chhattisgarh,2025-07-01,71803.07
chhattisgarh,2025-08-01,70544.58
chhattisgarh,2025-09-01,72543.35
chhattisgarh,2025-10-01,67196.65
chhattisgarh,2025-11-01,72787.91
chhattisgarh,2025-12-01,78960.67
chhattisgarh,2026-01-01,84505.43
chhattisgarh,2026-02-01,82349.63
chhattisgarh,2026-03-01,94523.0
chhattisgarh,2026-04-01,84312.88
chhattisgarh,2026-05-01,87306.47
chhattisgarh,2026-06-01,88456.69
chhattisgarh,2026-07-01,87781.84
delhi,2018-07-01,90570.89
delhi,2018-08-01,104040.4
delhi,2018-09-01,108188.2
delhi,2018-10-01,123327.95
delhi,2018-11-01,103805.06
delhi,2018-12-01,111935.11
delhi,2019-01-01,111659.86
delhi,2019-02-01,108265.39
delhi,2019-03-01,127572.22
delhi,2019-04-01,120948.3
delhi,2019-05-01,111560.34
delhi,2019-06-01,97611.41
delhi,2019-07-01,101412.38
delhi,2019-08-01,100038.07
delhi,2019-09-01,105683.77
delhi,2019-10-01,107442.03
delhi,2019-11-01,105998.77
delhi,2019-12-01,107318.92
delhi,2020-01-01,111857.68
delhi,2020-02-01,110908.34
delhi,2020-03-01,106811.518
delhi,2020-04-01,102714.696
delhi,2020-05-01,98617.874
delhi,2020-06-01,94521.052
delhi,2020-07-01,90424.23
delhi,2020-08-01,93683.69
delhi,2020-09-01,107300.64
delhi,2020-10-01,120052.82
delhi,2020-11-01,105749.5
delhi,2020-12-01,118883.42
delhi,2021-01-01,113813.13
delhi,2021-02-01,117742.05
delhi,2021-03-01,137314.77
delhi,2021-04-01,91958.2
delhi,2021-05-01,72709.38
delhi,2021-06-01,108850.22
delhi,2021-07-01,121237.96
delhi,2021-08-01,122099.6
delhi,2021-09-01,136698.7
delhi,2021-10-01,130755.97
delhi,2021-11-01,121141.2
delhi,2021-12-01,144842.4
delhi,2022-01-01,130527.37
delhi,2022-02-01,137512.26
delhi,2022-03-01,164166.56
delhi,2022-04-01,142747.92
delhi,2022-05-01,136943.05
delhi,2022-06-01,135576.31
delhi,2022-07-01,138007.06
delhi,2022-08-01,143174.55
delhi,2022-09-01,154547.77
delhi,2022-10-01,138577.96
delhi,2022-11-01,143392.78
delhi,2022-12-01,151631.12
delhi,2023-01-01,146815.8
delhi,2023-02-01,148437.78
delhi,2023-03-01,174350.1
delhi,2023-04-01,143227.04
delhi,2023-05-01,146007.97
delhi,2023-06-01,139688.46
delhi,2023-07-01,140967.33
delhi,2023-08-01,149498.98
delhi,2023-09-01,158116.63
delhi,2023-10-01,168110.99
delhi,2023-11-01,141896.38
delhi,2023-12-01,159696.52
delhi,2024-01-01,154827.97
delhi,2024-02-01,158242.74
delhi,2024-03-01,183217.11
delhi,2024-04-01,149670.02
delhi,2024-05-01,160886.82
delhi,2024-06-01,155508.66
delhi,2024-07-01,163048.58
delhi,2024-08-01,163722.71
delhi,2024-09-01,176128.03
delhi,2024-10-01,187602.84
delhi,2024-11-01,156883.2
delhi,2024-12-01,172892.35
delhi,2025-01-01,182035.63
delhi,2025-02-01,173375.82
delhi,2025-03-01,204721.04
delhi,2025-04-01,166205.82
delhi,2025-05-01,173421.21
delhi,2025-06-01,169244.63
delhi,2025-07-01,183854.7
delhi,2025-08-01,179611.31
delhi,2025-09-01,209878.54
